ts,container,cpu_pct,mem_mb
1777197779,cosmos-testnet-node13,8.49,100.3
1777197779,cosmos-testnet-node14,8.68,90.5
1777197779,cosmos-testnet-node6,9.16,87.8
1777197779,cosmos-testnet-node1,8.79,92.4
1777197779,cosmos-testnet-node7,9.03,93.2
1777197779,cosmos-testnet-node2,8.44,90.4
1777197779,cosmos-testnet-node10,8.94,88.0
1777197779,cosmos-testnet-node3,8.52,93.4
1777197779,cosmos-testnet-node5,11.65,104.4
1777197779,cosmos-testnet-node15,8.74,94.3
1777197779,cosmos-testnet-node0,9.07,92.1
1777197779,cosmos-testnet-node8,8.8,92.0
1777197779,cosmos-testnet-node12,8.81,89.8
1777197779,cosmos-testnet-node4,8.41,90.3
1777197779,cosmos-testnet-node11,9.18,96.2
1777197779,cosmos-testnet-node9,8.71,94.2
1777197784,cosmos-testnet-node13,8.89,111.0
1777197784,cosmos-testnet-node14,9.3,101.4
1777197784,cosmos-testnet-node6,9.51,105.4
1777197784,cosmos-testnet-node1,9.54,99.0
1777197784,cosmos-testnet-node7,9.47,108.9
1777197784,cosmos-testnet-node2,9.47,105.1
1777197784,cosmos-testnet-node10,9.56,104.9
1777197784,cosmos-testnet-node3,9.23,98.1
1777197784,cosmos-testnet-node5,9.24,107.1
1777197784,cosmos-testnet-node15,9.36,94.9
1777197784,cosmos-testnet-node0,9.8,109.1
1777197784,cosmos-testnet-node8,9.03,100.8
1777197784,cosmos-testnet-node12,9.33,96.7
1777197784,cosmos-testnet-node4,9.55,102.8
1777197784,cosmos-testnet-node11,9.17,100.8
1777197784,cosmos-testnet-node9,9.26,107.1
1777197789,cosmos-testnet-node13,9.28,119.8
1777197789,cosmos-testnet-node14,9.72,116.4
1777197789,cosmos-testnet-node6,9.38,119.4
1777197789,cosmos-testnet-node1,9.8,116.5
1777197789,cosmos-testnet-node7,9.52,113.6
1777197789,cosmos-testnet-node2,9.15,120.4
1777197789,cosmos-testnet-node10,9.56,108.0
1777197789,cosmos-testnet-node3,9.42,117.0
1777197789,cosmos-testnet-node5,9.71,119.9
1777197789,cosmos-testnet-node15,9.96,115.7
1777197789,cosmos-testnet-node0,10.24,109.5
1777197789,cosmos-testnet-node8,11.56,117.7
1777197789,cosmos-testnet-node12,10.28,109.5
1777197789,cosmos-testnet-node4,10.92,117.3
1777197789,cosmos-testnet-node11,9.59,112.0
1777197789,cosmos-testnet-node9,9.58,125.9
1777197794,cosmos-testnet-node13,12.78,120.3
1777197794,cosmos-testnet-node14,15.35,116.9
1777197794,cosmos-testnet-node6,11.63,119.9
1777197794,cosmos-testnet-node1,11.65,120.4
1777197794,cosmos-testnet-node7,12.89,114.1
1777197794,cosmos-testnet-node2,15.64,121.3
1777197794,cosmos-testnet-node10,12.35,110.8
1777197794,cosmos-testnet-node3,14.78,123.7
1777197794,cosmos-testnet-node5,13.06,120.4
1777197794,cosmos-testnet-node15,20.57,125.6
1777197794,cosmos-testnet-node0,15.26,118.1
1777197794,cosmos-testnet-node8,11.82,118.2
1777197794,cosmos-testnet-node12,19.39,121.1
1777197794,cosmos-testnet-node4,13.6,117.9
1777197794,cosmos-testnet-node11,16.42,128.4
1777197794,cosmos-testnet-node9,13.85,128.5
1777197799,cosmos-testnet-node13,14.46,126.8
1777197799,cosmos-testnet-node14,14.6,121.4
1777197799,cosmos-testnet-node6,17.23,120.4
1777197799,cosmos-testnet-node1,9.24,120.4
1777197799,cosmos-testnet-node7,18.93,126.8
1777197799,cosmos-testnet-node2,14.32,121.6
1777197799,cosmos-testnet-node10,19.92,123.7
1777197799,cosmos-testnet-node3,14.91,124.2
1777197799,cosmos-testnet-node5,18.18,123.5
1777197799,cosmos-testnet-node15,14.21,126.2
1777197799,cosmos-testnet-node0,14.65,120.8
1777197799,cosmos-testnet-node8,14.74,118.6
1777197799,cosmos-testnet-node12,14.41,121.7
1777197799,cosmos-testnet-node4,14.34,118.4
1777197799,cosmos-testnet-node11,14.38,128.9
1777197799,cosmos-testnet-node9,14.24,128.9
1777197804,cosmos-testnet-node13,15.24,129.4
1777197804,cosmos-testnet-node14,20.36,136.2
1777197804,cosmos-testnet-node6,16.18,120.8
1777197804,cosmos-testnet-node1,20.23,125.5
1777197804,cosmos-testnet-node7,16.33,127.3
1777197804,cosmos-testnet-node2,20.99,129.6
1777197804,cosmos-testnet-node10,15.77,124.1
1777197804,cosmos-testnet-node3,19.18,124.7
1777197804,cosmos-testnet-node5,15.42,124.0
1777197804,cosmos-testnet-node15,15.7,127.2
1777197804,cosmos-testnet-node0,16.61,121.2
1777197804,cosmos-testnet-node8,19.74,135.5
1777197804,cosmos-testnet-node12,15.75,129.0
1777197804,cosmos-testnet-node4,15.84,124.4
1777197804,cosmos-testnet-node11,15.23,129.3
1777197804,cosmos-testnet-node9,19.89,131.5
1777197809,cosmos-testnet-node13,14.67,129.8
1777197809,cosmos-testnet-node14,14.56,136.7
1777197809,cosmos-testnet-node6,14.92,121.2
1777197809,cosmos-testnet-node1,15.19,125.9
