ts,container,cpu_pct,mem_mb
1777189643,cosmos-testnet-node2,9.04,80.1
1777189643,cosmos-testnet-node0,14.1,90.2
1777189643,cosmos-testnet-node1,8.79,78.2
1777189643,cosmos-testnet-node3,8.88,78.8
1777189648,cosmos-testnet-node2,13.66,88.3
1777189648,cosmos-testnet-node0,9.96,90.3
1777189648,cosmos-testnet-node1,9.96,83.6
1777189648,cosmos-testnet-node3,9.16,81.1
1777189653,cosmos-testnet-node2,7.32,88.7
1777189653,cosmos-testnet-node0,7.25,90.7
1777189653,cosmos-testnet-node1,7.24,84.1
1777189653,cosmos-testnet-node3,6.98,87.7
1777189658,cosmos-testnet-node2,7.65,89.0
1777189658,cosmos-testnet-node0,8.46,97.5
1777189658,cosmos-testnet-node1,7.11,84.5
1777189658,cosmos-testnet-node3,7.11,90.4
1777189663,cosmos-testnet-node2,6.99,97.7
1777189663,cosmos-testnet-node0,8.1,97.7
1777189663,cosmos-testnet-node1,7.65,93.4
1777189663,cosmos-testnet-node3,7.3,91.1
1777189668,cosmos-testnet-node2,8.46,100.2
1777189668,cosmos-testnet-node0,7.64,98.1
1777189668,cosmos-testnet-node1,8.27,97.9
1777189668,cosmos-testnet-node3,7.2,98.1
1777189673,cosmos-testnet-node2,7.21,100.5
1777189673,cosmos-testnet-node0,7.76,100.5
1777189673,cosmos-testnet-node1,8.47,98.3
1777189673,cosmos-testnet-node3,7.72,100.2
1777189678,cosmos-testnet-node2,7.36,102.9
1777189678,cosmos-testnet-node0,7.45,100.9
1777189678,cosmos-testnet-node1,8.06,100.7
1777189678,cosmos-testnet-node3,7.81,100.6
1777189683,cosmos-testnet-node2,6.9,105.5
1777189683,cosmos-testnet-node0,10.89,101.3
1777189683,cosmos-testnet-node1,7.6,105.5
1777189683,cosmos-testnet-node3,7.07,101.0
1777189688,cosmos-testnet-node2,7.21,105.8
1777189688,cosmos-testnet-node0,7.12,101.7
1777189688,cosmos-testnet-node1,7.02,105.9
1777189688,cosmos-testnet-node3,6.95,105.6
1777189693,cosmos-testnet-node2,7.48,106.3
1777189693,cosmos-testnet-node0,8.53,102.0
1777189693,cosmos-testnet-node1,7.13,106.2
1777189693,cosmos-testnet-node3,7.82,105.9
1777189698,cosmos-testnet-node2,7.2,110.6
1777189698,cosmos-testnet-node0,7.68,108.6
1777189698,cosmos-testnet-node1,7.5,106.6
1777189698,cosmos-testnet-node3,7.16,106.4
1777189703,cosmos-testnet-node2,7.21,110.9
1777189703,cosmos-testnet-node0,7.89,111.0
1777189703,cosmos-testnet-node1,7.26,107.0
1777189703,cosmos-testnet-node3,7.46,106.8
1777189708,cosmos-testnet-node2,7.58,111.3
1777189708,cosmos-testnet-node0,7.56,111.4
1777189708,cosmos-testnet-node1,8.48,107.3
1777189708,cosmos-testnet-node3,8.58,107.1
1777189713,cosmos-testnet-node2,7.62,113.7
1777189713,cosmos-testnet-node0,7.83,111.7
1777189713,cosmos-testnet-node1,8.09,107.8
1777189713,cosmos-testnet-node3,6.8,107.5
1777189718,cosmos-testnet-node2,7.2,117.1
1777189718,cosmos-testnet-node0,7.24,114.5
1777189718,cosmos-testnet-node1,8.08,113.9
1777189718,cosmos-testnet-node3,7.69,108.9
1777189723,cosmos-testnet-node2,7.21,117.5
1777189723,cosmos-testnet-node0,7.7,114.9
1777189723,cosmos-testnet-node1,8.01,114.2
1777189723,cosmos-testnet-node3,7.14,113.4
1777189728,cosmos-testnet-node2,7.54,117.8
1777189728,cosmos-testnet-node0,7.58,115.2
1777189728,cosmos-testnet-node1,7.18,114.6
1777189728,cosmos-testnet-node3,7.61,113.7
1777189733,cosmos-testnet-node2,8.31,118.2
1777189733,cosmos-testnet-node0,7.77,115.6
1777189733,cosmos-testnet-node1,12.72,117.0
1777189733,cosmos-testnet-node3,7.97,114.2
1777189738,cosmos-testnet-node2,8.37,118.5
1777189738,cosmos-testnet-node0,8.09,116.0
1777189738,cosmos-testnet-node1,7.52,117.0
1777189738,cosmos-testnet-node3,7.73,114.4
1777189743,cosmos-testnet-node2,7.84,120.6
1777189743,cosmos-testnet-node0,7.96,116.3
1777189743,cosmos-testnet-node1,7.42,117.1
