ts,container,cpu_pct,mem_mb
1777194409,cosmos-testnet-node4,8.32,80.0
1777194409,cosmos-testnet-node0,8.63,85.5
1777194409,cosmos-testnet-node1,8.36,92.4
1777194409,cosmos-testnet-node3,6.59,82.7
1777194409,cosmos-testnet-node2,8.32,80.1
1777194409,cosmos-testnet-node6,8.3,78.0
1777194409,cosmos-testnet-node5,9.29,82.0
1777194414,cosmos-testnet-node4,13.76,86.5
1777194414,cosmos-testnet-node0,10.26,89.3
1777194414,cosmos-testnet-node1,10.27,96.7
1777194414,cosmos-testnet-node3,10.48,86.3
1777194414,cosmos-testnet-node2,12.86,86.3
1777194414,cosmos-testnet-node6,13.24,88.5
1777194414,cosmos-testnet-node5,12.84,88.9
1777194419,cosmos-testnet-node4,15.44,103.7
1777194419,cosmos-testnet-node0,12.27,100.0
1777194419,cosmos-testnet-node1,15.16,106.3
1777194419,cosmos-testnet-node3,11.93,99.7
1777194419,cosmos-testnet-node2,16.41,103.7
1777194419,cosmos-testnet-node6,7.63,88.5
1777194419,cosmos-testnet-node5,12.08,104.2
1777194424,cosmos-testnet-node4,15.32,109.3
1777194424,cosmos-testnet-node0,12.1,108.5
1777194424,cosmos-testnet-node1,14.63,111.7
1777194424,cosmos-testnet-node3,12.93,108.7
1777194424,cosmos-testnet-node2,13.84,105.5
1777194424,cosmos-testnet-node6,12.25,110.2
1777194424,cosmos-testnet-node5,11.94,112.1
1777194429,cosmos-testnet-node4,10.91,109.4
1777194429,cosmos-testnet-node0,15.17,120.0
1777194429,cosmos-testnet-node1,10.92,111.7
1777194429,cosmos-testnet-node3,8.03,109.4
1777194429,cosmos-testnet-node2,11.11,105.6
1777194429,cosmos-testnet-node6,11.56,114.8
1777194429,cosmos-testnet-node5,10.77,113.0
1777194434,cosmos-testnet-node4,8.21,114.9
1777194434,cosmos-testnet-node0,8.36,121.4
1777194434,cosmos-testnet-node1,8.01,121.1
1777194434,cosmos-testnet-node3,8.69,120.8
1777194434,cosmos-testnet-node2,7.81,114.4
1777194434,cosmos-testnet-node6,8.03,118.5
1777194434,cosmos-testnet-node5,7.95,116.1
1777194439,cosmos-testnet-node4,7.28,124.9
1777194439,cosmos-testnet-node0,7.78,126.0
1777194439,cosmos-testnet-node1,7.45,122.9
1777194439,cosmos-testnet-node3,7.76,129.5
1777194439,cosmos-testnet-node2,7.58,126.5
1777194439,cosmos-testnet-node6,7.63,129.1
1777194439,cosmos-testnet-node5,7.17,121.2
1777194444,cosmos-testnet-node4,7.52,131.6
1777194444,cosmos-testnet-node0,7.63,134.9
1777194444,cosmos-testnet-node1,7.47,123.5
1777194444,cosmos-testnet-node3,7.47,130.2
1777194444,cosmos-testnet-node2,7.42,129.1
1777194444,cosmos-testnet-node6,8.16,130.1
1777194444,cosmos-testnet-node5,7.31,136.0
1777194449,cosmos-testnet-node4,7.72,136.2
1777194449,cosmos-testnet-node0,8.07,135.6
1777194449,cosmos-testnet-node1,7.91,132.2
1777194449,cosmos-testnet-node3,7.56,132.8
1777194449,cosmos-testnet-node2,8.31,129.9
1777194449,cosmos-testnet-node6,7.76,130.8
1777194449,cosmos-testnet-node5,7.5,136.6
1777194454,cosmos-testnet-node4,7.24,136.8
1777194454,cosmos-testnet-node0,8.04,138.9
1777194454,cosmos-testnet-node1,8.16,135.5
1777194454,cosmos-testnet-node3,8.0,133.3
1777194454,cosmos-testnet-node2,7.85,131.2
1777194454,cosmos-testnet-node6,7.84,132.0
1777194454,cosmos-testnet-node5,7.74,137.2
1777194459,cosmos-testnet-node4,8.49,137.4
1777194459,cosmos-testnet-node0,7.77,140.1
1777194459,cosmos-testnet-node1,8.74,136.8
1777194459,cosmos-testnet-node3,7.73,134.0
1777194459,cosmos-testnet-node2,7.29,132.4
1777194459,cosmos-testnet-node6,7.68,134.2
1777194459,cosmos-testnet-node5,8.09,140.3
1777194464,cosmos-testnet-node4,7.57,138.7
1777194464,cosmos-testnet-node0,8.67,141.5
1777194464,cosmos-testnet-node1,7.55,138.3
1777194464,cosmos-testnet-node3,7.32,135.3
1777194464,cosmos-testnet-node2,7.48,133.8
1777194464,cosmos-testnet-node6,10.23,135.7
1777194464,cosmos-testnet-node5,7.59,140.3
1777194469,cosmos-testnet-node4,7.49,139.3
1777194469,cosmos-testnet-node0,8.04,142.1
1777194469,cosmos-testnet-node1,8.22,138.8
1777194469,cosmos-testnet-node3,7.97,135.8
1777194469,cosmos-testnet-node2,7.99,134.8
1777194469,cosmos-testnet-node6,7.49,136.2
1777194469,cosmos-testnet-node5,7.55,143.3
1777194474,cosmos-testnet-node4,7.5,139.9
1777194474,cosmos-testnet-node0,8.05,145.6
1777194474,cosmos-testnet-node1,7.74,139.3
1777194474,cosmos-testnet-node3,7.91,139.1
1777194474,cosmos-testnet-node2,7.23,137.4
1777194474,cosmos-testnet-node6,7.33,138.8
1777194474,cosmos-testnet-node5,7.65,143.8
1777194479,cosmos-testnet-node4,8.1,141.2
1777194479,cosmos-testnet-node0,7.95,146.9
1777194479,cosmos-testnet-node1,7.61,146.8
1777194479,cosmos-testnet-node3,7.78,140.4
1777194479,cosmos-testnet-node2,7.59,140.7
1777194479,cosmos-testnet-node6,7.65,142.0
1777194479,cosmos-testnet-node5,8.19,144.3
1777194484,cosmos-testnet-node4,7.77,142.4
1777194484,cosmos-testnet-node0,7.66,148.1
1777194484,cosmos-testnet-node1,10.88,150.1
1777194484,cosmos-testnet-node3,7.72,145.3
1777194484,cosmos-testnet-node2,8.45,141.9
1777194484,cosmos-testnet-node6,8.23,143.3
1777194484,cosmos-testnet-node5,7.67,145.3
1777194489,cosmos-testnet-node4,8.53,143.1
1777194489,cosmos-testnet-node0,7.81,148.7
1777194489,cosmos-testnet-node1,8.09,150.7
1777194489,cosmos-testnet-node3,7.71,146.0
1777194489,cosmos-testnet-node2,8.05,142.6
1777194489,cosmos-testnet-node6,8.49,146.4
1777194489,cosmos-testnet-node5,7.75,148.2
1777194494,cosmos-testnet-node4,8.11,147.7
1777194494,cosmos-testnet-node0,7.49,149.4
1777194494,cosmos-testnet-node1,7.74,151.2
1777194494,cosmos-testnet-node3,7.46,147.0
1777194494,cosmos-testnet-node2,7.57,145.2
1777194494,cosmos-testnet-node6,7.82,147.6
1777194494,cosmos-testnet-node5,7.77,148.8
1777194499,cosmos-testnet-node4,8.09,149.1
1777194499,cosmos-testnet-node0,7.89,150.7
1777194499,cosmos-testnet-node1,7.6,152.7
1777194499,cosmos-testnet-node3,8.22,148.3
1777194499,cosmos-testnet-node2,7.97,148.6
1777194499,cosmos-testnet-node6,8.29,149.2
1777194499,cosmos-testnet-node5,7.82,150.2
1777194504,cosmos-testnet-node4,7.13,150.1
1777194504,cosmos-testnet-node0,7.68,151.7
1777194504,cosmos-testnet-node1,7.57,153.6
1777194504,cosmos-testnet-node3,10.02,149.6
1777194504,cosmos-testnet-node2,7.31,151.6
1777194504,cosmos-testnet-node6,7.3,150.4
1777194504,cosmos-testnet-node5,7.49,153.1
1777194509,cosmos-testnet-node4,7.71,150.2
1777194509,cosmos-testnet-node0,7.79,152.3
1777194509,cosmos-testnet-node1,7.67,153.7
1777194509,cosmos-testnet-node3,7.39,149.8
1777194509,cosmos-testnet-node2,7.78,153.8
1777194509,cosmos-testnet-node6,7.43,152.8
1777194509,cosmos-testnet-node5,7.97,153.2
1777194514,cosmos-testnet-node4,7.37,150.5
1777194514,cosmos-testnet-node0,8.21,153.0
1777194514,cosmos-testnet-node1,11.8,154.3
1777194514,cosmos-testnet-node3,7.97,150.7
1777194514,cosmos-testnet-node2,7.37,158.1
1777194514,cosmos-testnet-node6,7.33,153.6
1777194514,cosmos-testnet-node5,7.68,157.6
1777194519,cosmos-testnet-node4,8.29,150.6
1777194519,cosmos-testnet-node0,8.29,157.5
1777194519,cosmos-testnet-node1,8.14,154.2
1777194519,cosmos-testnet-node3,8.28,150.8
1777194519,cosmos-testnet-node2,8.35,158.3
1777194519,cosmos-testnet-node6,7.99,155.8
1777194519,cosmos-testnet-node5,8.11,157.7
1777194524,cosmos-testnet-node4,8.26,150.8
1777194524,cosmos-testnet-node0,9.15,159.6
1777194524,cosmos-testnet-node1,9.14,154.4
1777194524,cosmos-testnet-node3,8.51,151.0
1777194524,cosmos-testnet-node2,8.21,158.4
1777194524,cosmos-testnet-node6,8.32,155.9
1777194524,cosmos-testnet-node5,7.86,157.8
1777194529,cosmos-testnet-node4,16.78,161.0
1777194529,cosmos-testnet-node0,12.31,159.7
1777194529,cosmos-testnet-node1,11.66,154.5
1777194529,cosmos-testnet-node3,12.14,151.7
1777194529,cosmos-testnet-node2,15.86,158.6
1777194529,cosmos-testnet-node6,15.63,156.7
1777194529,cosmos-testnet-node5,14.93,158.1
1777194534,cosmos-testnet-node4,11.34,161.1
1777194534,cosmos-testnet-node0,12.44,159.9
1777194534,cosmos-testnet-node1,10.96,154.6
1777194534,cosmos-testnet-node3,11.81,151.9
1777194534,cosmos-testnet-node2,11.28,158.7
1777194534,cosmos-testnet-node6,10.95,156.5
1777194534,cosmos-testnet-node5,11.25,158.2
1777194539,cosmos-testnet-node4,12.51,159.3
1777194539,cosmos-testnet-node0,7.99,159.9
1777194539,cosmos-testnet-node1,16.09,156.8
1777194539,cosmos-testnet-node3,15.88,152.1
1777194539,cosmos-testnet-node2,12.21,158.9
1777194539,cosmos-testnet-node6,16.33,160.8
1777194539,cosmos-testnet-node5,12.28,158.4
1777194544,cosmos-testnet-node4,15.64,160.2
1777194544,cosmos-testnet-node0,11.53,160.3
1777194544,cosmos-testnet-node1,11.17,157.0
1777194544,cosmos-testnet-node3,11.32,154.6
1777194544,cosmos-testnet-node2,14.43,159.1
