ts,container,cpu_pct,mem_mb
1777196642,cosmos-testnet-node1,8.23,81.6
1777196642,cosmos-testnet-node4,8.33,93.0
1777196642,cosmos-testnet-node3,13.5,87.4
1777196642,cosmos-testnet-node5,8.23,94.5
1777196642,cosmos-testnet-node2,7.94,78.1
1777196642,cosmos-testnet-node6,8.2,80.2
1777196642,cosmos-testnet-node0,8.26,84.8
1777196647,cosmos-testnet-node1,31.14,109.1
1777196647,cosmos-testnet-node4,28.02,116.3
1777196647,cosmos-testnet-node3,39.65,131.6
1777196647,cosmos-testnet-node5,33.94,120.8
1777196647,cosmos-testnet-node2,31.86,108.8
1777196647,cosmos-testnet-node6,28.59,109.0
1777196647,cosmos-testnet-node0,44.89,114.2
1777196652,cosmos-testnet-node1,13.28,155.3
1777196652,cosmos-testnet-node4,13.06,160.9
1777196652,cosmos-testnet-node3,12.96,159.6
1777196652,cosmos-testnet-node5,16.79,163.3
1777196652,cosmos-testnet-node2,13.46,159.9
1777196652,cosmos-testnet-node6,17.26,155.6
1777196652,cosmos-testnet-node0,22.21,171.1
1777196657,cosmos-testnet-node1,14.37,180.2
1777196657,cosmos-testnet-node4,14.04,181.1
1777196657,cosmos-testnet-node3,13.87,186.4
1777196657,cosmos-testnet-node5,14.26,191.5
1777196657,cosmos-testnet-node2,13.6,193.5
1777196657,cosmos-testnet-node6,13.72,186.4
1777196657,cosmos-testnet-node0,26.0,201.8
1777196662,cosmos-testnet-node1,13.86,204.2
1777196662,cosmos-testnet-node4,17.37,211.6
1777196662,cosmos-testnet-node3,17.44,186.9
1777196662,cosmos-testnet-node5,17.19,206.4
1777196662,cosmos-testnet-node2,17.14,199.3
1777196662,cosmos-testnet-node6,13.71,192.8
1777196662,cosmos-testnet-node0,22.67,207.6
1777196667,cosmos-testnet-node1,10.22,229.0
1777196667,cosmos-testnet-node4,9.89,232.8
1777196667,cosmos-testnet-node3,10.43,219.7
1777196667,cosmos-testnet-node5,9.91,242.3
1777196667,cosmos-testnet-node2,10.09,233.2
1777196667,cosmos-testnet-node6,9.94,210.5
1777196667,cosmos-testnet-node0,19.94,238.9
1777196672,cosmos-testnet-node1,10.06,214.8
1777196672,cosmos-testnet-node4,10.01,213.8
1777196672,cosmos-testnet-node3,9.69,212.4
1777196672,cosmos-testnet-node5,10.19,242.8
1777196672,cosmos-testnet-node2,10.02,216.0
1777196672,cosmos-testnet-node6,10.36,190.8
1777196672,cosmos-testnet-node0,23.18,221.9
1777196677,cosmos-testnet-node1,10.16,208.1
1777196677,cosmos-testnet-node4,10.04,213.0
1777196677,cosmos-testnet-node3,9.84,208.7
1777196677,cosmos-testnet-node5,10.61,228.9
1777196677,cosmos-testnet-node2,9.68,215.9
