ts,container,cpu_pct,mem_mb
1777196270,cosmos-testnet-node5,35.67,107.4
1777196270,cosmos-testnet-node4,34.05,113.5
1777196270,cosmos-testnet-node3,35.24,104.5
1777196270,cosmos-testnet-node0,38.32,103.9
1777196270,cosmos-testnet-node6,33.68,105.8
1777196270,cosmos-testnet-node2,35.61,104.2
1777196270,cosmos-testnet-node1,34.2,108.0
1777196275,cosmos-testnet-node5,45.95,123.6
1777196275,cosmos-testnet-node4,46.99,128.8
1777196275,cosmos-testnet-node3,47.54,119.4
1777196275,cosmos-testnet-node0,24.97,109.8
1777196275,cosmos-testnet-node6,48.39,133.4
1777196275,cosmos-testnet-node2,49.58,127.0
1777196275,cosmos-testnet-node1,50.1,132.4
1777196280,cosmos-testnet-node5,13.06,132.1
1777196280,cosmos-testnet-node4,9.92,131.2
1777196280,cosmos-testnet-node3,16.96,125.5
1777196280,cosmos-testnet-node0,25.15,138.0
1777196280,cosmos-testnet-node6,12.75,133.7
1777196280,cosmos-testnet-node2,11.86,131.0
1777196280,cosmos-testnet-node1,16.29,136.4
1777196285,cosmos-testnet-node5,6.28,145.3
1777196285,cosmos-testnet-node4,6.89,137.3
1777196285,cosmos-testnet-node3,6.22,132.8
1777196285,cosmos-testnet-node0,18.64,142.1
1777196285,cosmos-testnet-node6,6.07,134.9
1777196285,cosmos-testnet-node2,6.49,140.8
1777196285,cosmos-testnet-node1,6.34,130.8
1777196290,cosmos-testnet-node5,6.73,142.2
1777196290,cosmos-testnet-node4,6.2,137.9
1777196290,cosmos-testnet-node3,5.69,133.4
1777196290,cosmos-testnet-node0,14.42,142.6
1777196290,cosmos-testnet-node6,6.18,135.5
1777196290,cosmos-testnet-node2,7.48,139.9
1777196290,cosmos-testnet-node1,6.39,131.4
1777196295,cosmos-testnet-node5,6.17,142.4
1777196295,cosmos-testnet-node4,6.47,138.1
1777196295,cosmos-testnet-node3,6.54,133.6
1777196295,cosmos-testnet-node0,14.55,142.8
