ts,container,cpu_pct,mem_mb
1777191468,cosmos-testnet-node2,7.11,80.1
1777191468,cosmos-testnet-node3,7.08,80.1
1777191468,cosmos-testnet-node1,7.19,78.1
1777191468,cosmos-testnet-node0,7.68,80.2
1777191473,cosmos-testnet-node2,24.35,111.8
1777191473,cosmos-testnet-node3,23.61,107.9
1777191473,cosmos-testnet-node1,25.01,107.8
1777191473,cosmos-testnet-node0,28.54,117.4
1777191478,cosmos-testnet-node2,39.24,160.4
1777191478,cosmos-testnet-node3,30.93,138.2
1777191478,cosmos-testnet-node1,11.62,122.6
1777191478,cosmos-testnet-node0,34.89,144.6
1777191483,cosmos-testnet-node2,19.02,161.1
1777191483,cosmos-testnet-node3,15.34,153.0
1777191483,cosmos-testnet-node1,14.38,157.1
1777191483,cosmos-testnet-node0,18.33,156.6
1777191488,cosmos-testnet-node2,15.57,194.7
1777191488,cosmos-testnet-node3,15.22,189.6
1777191488,cosmos-testnet-node1,15.34,190.0
1777191488,cosmos-testnet-node0,14.82,201.9
1777191493,cosmos-testnet-node2,11.3,205.9
1777191493,cosmos-testnet-node3,11.01,204.0
1777191493,cosmos-testnet-node1,11.0,204.3
1777191493,cosmos-testnet-node0,15.73,210.9
1777191498,cosmos-testnet-node2,8.66,229.7
1777191498,cosmos-testnet-node3,11.4,228.5
1777191498,cosmos-testnet-node1,8.94,236.2
1777191498,cosmos-testnet-node0,14.2,252.9
1777191503,cosmos-testnet-node2,8.39,232.1
1777191503,cosmos-testnet-node3,8.93,228.6
1777191503,cosmos-testnet-node1,8.82,230.7
1777191503,cosmos-testnet-node0,17.72,237.8
1777191508,cosmos-testnet-node2,9.06,240.0
1777191508,cosmos-testnet-node3,9.39,231.5
1777191508,cosmos-testnet-node1,9.07,250.9
1777191508,cosmos-testnet-node0,14.41,252.4
1777191513,cosmos-testnet-node2,8.61,257.2
1777191513,cosmos-testnet-node3,8.96,226.9
1777191513,cosmos-testnet-node1,8.58,245.2
1777191513,cosmos-testnet-node0,13.77,245.0
1777191518,cosmos-testnet-node2,11.23,233.1
1777191518,cosmos-testnet-node3,8.76,225.6
1777191518,cosmos-testnet-node1,12.09,228.3
1777191518,cosmos-testnet-node0,17.85,233.8
1777191523,cosmos-testnet-node2,8.27,233.1
1777191523,cosmos-testnet-node3,8.26,234.2
1777191523,cosmos-testnet-node1,8.23,251.2
1777191523,cosmos-testnet-node0,43.63,251.2
1777191528,cosmos-testnet-node2,8.26,227.2
1777191528,cosmos-testnet-node3,8.4,232.0
1777191528,cosmos-testnet-node1,8.32,243.8
1777191528,cosmos-testnet-node0,14.28,245.1
1777191533,cosmos-testnet-node2,15.88,235.3
1777191533,cosmos-testnet-node3,12.23,238.2
1777191533,cosmos-testnet-node1,33.03,241.6
1777191533,cosmos-testnet-node0,19.44,241.3
1777191538,cosmos-testnet-node2,11.42,244.2
1777191538,cosmos-testnet-node3,14.39,236.1
1777191538,cosmos-testnet-node1,11.12,245.4
1777191538,cosmos-testnet-node0,18.31,247.1
1777191543,cosmos-testnet-node2,44.39,244.0
1777191543,cosmos-testnet-node3,45.28,239.5
1777191543,cosmos-testnet-node1,47.71,246.7
1777191543,cosmos-testnet-node0,14.75,241.7
1777191548,cosmos-testnet-node2,20.4,246.4
1777191548,cosmos-testnet-node3,21.05,238.6
1777191548,cosmos-testnet-node1,8.89,246.5
1777191548,cosmos-testnet-node0,28.38,253.4
1777191553,cosmos-testnet-node2,24.34,244.3
1777191553,cosmos-testnet-node3,26.87,240.6
1777191553,cosmos-testnet-node1,23.95,253.5
1777191553,cosmos-testnet-node0,32.38,247.5
1777191558,cosmos-testnet-node2,11.81,238.3
1777191558,cosmos-testnet-node3,12.17,238.4
1777191558,cosmos-testnet-node1,11.4,255.4
1777191558,cosmos-testnet-node0,22.39,253.5
1777191563,cosmos-testnet-node2,8.47,243.3
1777191563,cosmos-testnet-node3,8.35,238.2
1777191563,cosmos-testnet-node1,8.8,260.3
1777191563,cosmos-testnet-node0,17.49,251.8
