ts,container,cpu_pct,mem_mb
1777197390,cosmos-testnet-node1,7.76,81.8
1777197390,cosmos-testnet-node5,7.65,80.2
1777197390,cosmos-testnet-node2,7.26,86.6
1777197390,cosmos-testnet-node0,8.36,86.9
1777197390,cosmos-testnet-node3,7.86,78.8
1777197390,cosmos-testnet-node6,8.77,78.6
1777197390,cosmos-testnet-node4,10.17,84.0
1777197395,cosmos-testnet-node1,58.7,164.3
1777197395,cosmos-testnet-node5,59.32,145.4
1777197395,cosmos-testnet-node2,56.91,150.7
1777197395,cosmos-testnet-node0,48.54,110.7
1777197395,cosmos-testnet-node3,57.13,143.0
1777197395,cosmos-testnet-node6,59.36,151.2
1777197395,cosmos-testnet-node4,57.37,144.4
1777197400,cosmos-testnet-node1,20.79,170.4
1777197400,cosmos-testnet-node5,18.37,163.4
1777197400,cosmos-testnet-node2,21.85,157.0
1777197400,cosmos-testnet-node0,46.77,179.8
1777197400,cosmos-testnet-node3,21.85,148.1
1777197400,cosmos-testnet-node6,16.54,158.9
1777197400,cosmos-testnet-node4,18.27,149.3
1777197405,cosmos-testnet-node1,7.36,170.6
1777197405,cosmos-testnet-node5,6.98,165.1
1777197405,cosmos-testnet-node2,7.18,156.9
1777197405,cosmos-testnet-node0,33.52,159.9
1777197405,cosmos-testnet-node3,7.65,152.1
1777197405,cosmos-testnet-node6,6.66,161.1
1777197405,cosmos-testnet-node4,6.61,149.4
1777197410,cosmos-testnet-node1,6.03,170.7
1777197410,cosmos-testnet-node5,5.83,167.3
1777197410,cosmos-testnet-node2,5.9,156.9
1777197410,cosmos-testnet-node0,32.14,160.2
1777197410,cosmos-testnet-node3,6.51,152.3
1777197410,cosmos-testnet-node6,5.97,163.2
1777197410,cosmos-testnet-node4,5.9,149.6
1777197415,cosmos-testnet-node1,6.67,170.7
1777197415,cosmos-testnet-node5,6.71,167.3
1777197415,cosmos-testnet-node2,5.94,156.9
1777197415,cosmos-testnet-node0,35.88,158.1
1777197415,cosmos-testnet-node3,6.03,156.4
1777197415,cosmos-testnet-node6,5.96,165.3
1777197415,cosmos-testnet-node4,5.77,149.6
1777197420,cosmos-testnet-node1,6.46,170.8
1777197420,cosmos-testnet-node5,6.02,167.3
1777197420,cosmos-testnet-node2,6.38,156.9
1777197420,cosmos-testnet-node0,32.4,158.1
1777197420,cosmos-testnet-node3,6.14,162.5
1777197420,cosmos-testnet-node6,5.99,165.3
1777197420,cosmos-testnet-node4,6.3,151.9
1777197425,cosmos-testnet-node1,5.73,170.8
1777197425,cosmos-testnet-node5,6.32,167.4
1777197425,cosmos-testnet-node2,6.47,156.9
1777197425,cosmos-testnet-node0,35.11,158.2
1777197425,cosmos-testnet-node3,6.02,162.7
1777197425,cosmos-testnet-node6,5.78,165.3
1777197425,cosmos-testnet-node4,5.63,155.9
1777197430,cosmos-testnet-node1,5.9,170.8
1777197430,cosmos-testnet-node5,7.09,167.4
1777197430,cosmos-testnet-node2,5.88,157.0
1777197430,cosmos-testnet-node0,34.89,158.2
1777197430,cosmos-testnet-node3,5.83,162.6
1777197430,cosmos-testnet-node6,5.63,165.3
1777197430,cosmos-testnet-node4,5.81,158.0
1777197435,cosmos-testnet-node1,5.98,170.9
1777197435,cosmos-testnet-node5,6.2,167.4
1777197435,cosmos-testnet-node2,5.96,157.0
1777197435,cosmos-testnet-node0,31.75,158.4
1777197435,cosmos-testnet-node3,6.1,162.6
1777197435,cosmos-testnet-node6,5.83,165.4
1777197435,cosmos-testnet-node4,5.76,162.1
1777197440,cosmos-testnet-node1,6.13,170.9
1777197440,cosmos-testnet-node5,6.35,167.5
1777197440,cosmos-testnet-node2,6.21,157.1
1777197440,cosmos-testnet-node0,35.84,158.4
1777197440,cosmos-testnet-node3,6.37,164.7
1777197440,cosmos-testnet-node6,6.58,165.4
1777197440,cosmos-testnet-node4,6.16,166.2
1777197445,cosmos-testnet-node1,7.44,171.0
1777197445,cosmos-testnet-node5,6.03,167.5
1777197445,cosmos-testnet-node2,5.95,157.1
1777197445,cosmos-testnet-node0,33.15,158.3
1777197445,cosmos-testnet-node3,6.37,164.7
1777197445,cosmos-testnet-node6,6.67,165.5
1777197445,cosmos-testnet-node4,6.12,166.3
1777197450,cosmos-testnet-node1,6.6,171.0
1777197450,cosmos-testnet-node5,6.0,167.6
1777197450,cosmos-testnet-node2,6.54,159.5
1777197450,cosmos-testnet-node0,32.95,158.7
1777197450,cosmos-testnet-node3,6.27,164.7
1777197450,cosmos-testnet-node6,7.24,165.5
1777197450,cosmos-testnet-node4,6.11,166.3
1777197455,cosmos-testnet-node1,6.16,171.0
1777197455,cosmos-testnet-node5,5.84,167.6
1777197455,cosmos-testnet-node2,5.98,159.7
1777197455,cosmos-testnet-node0,33.08,158.4
1777197455,cosmos-testnet-node3,6.05,164.8
1777197455,cosmos-testnet-node6,6.46,165.5
1777197455,cosmos-testnet-node4,6.18,166.3
1777197460,cosmos-testnet-node1,5.94,171.1
1777197460,cosmos-testnet-node5,5.56,167.7
1777197460,cosmos-testnet-node2,6.08,159.8
1777197460,cosmos-testnet-node0,35.74,158.7
1777197460,cosmos-testnet-node3,5.45,164.8
1777197460,cosmos-testnet-node6,5.58,165.6
1777197460,cosmos-testnet-node4,5.6,166.4
1777197465,cosmos-testnet-node1,5.96,171.3
1777197465,cosmos-testnet-node5,6.5,167.8
1777197465,cosmos-testnet-node2,7.49,159.8
1777197465,cosmos-testnet-node0,33.24,158.5
1777197465,cosmos-testnet-node3,6.37,164.9
1777197465,cosmos-testnet-node6,5.6,165.6
1777197465,cosmos-testnet-node4,6.37,166.4
1777197470,cosmos-testnet-node1,6.23,173.2
1777197470,cosmos-testnet-node5,6.72,167.7
1777197470,cosmos-testnet-node2,5.93,159.9
1777197470,cosmos-testnet-node0,32.36,158.5
1777197470,cosmos-testnet-node3,5.84,165.0
1777197470,cosmos-testnet-node6,5.69,165.7
1777197470,cosmos-testnet-node4,5.76,166.5
1777197475,cosmos-testnet-node1,6.1,176.2
1777197475,cosmos-testnet-node5,6.01,167.9
1777197475,cosmos-testnet-node2,5.81,159.9
1777197475,cosmos-testnet-node0,33.02,158.8
1777197475,cosmos-testnet-node3,6.28,165.0
1777197475,cosmos-testnet-node6,6.45,165.7
1777197475,cosmos-testnet-node4,5.72,166.5
1777197480,cosmos-testnet-node1,6.18,178.4
1777197480,cosmos-testnet-node5,6.58,168.0
1777197480,cosmos-testnet-node2,5.95,159.9
1777197480,cosmos-testnet-node0,33.22,158.6
