ts,container,cpu_pct,mem_mb
1777190006,cosmos-testnet-node3,7.01,83.1
1777190006,cosmos-testnet-node0,7.32,78.1
1777190006,cosmos-testnet-node1,7.19,75.9
1777190006,cosmos-testnet-node2,7.53,84.0
1777190011,cosmos-testnet-node3,8.4,84.3
1777190011,cosmos-testnet-node0,8.52,82.8
1777190011,cosmos-testnet-node1,8.41,78.7
1777190011,cosmos-testnet-node2,12.44,91.3
1777190016,cosmos-testnet-node3,12.04,93.9
1777190016,cosmos-testnet-node0,9.8,88.6
1777190016,cosmos-testnet-node1,9.14,86.4
1777190016,cosmos-testnet-node2,9.66,96.8
1777190021,cosmos-testnet-node3,7.29,97.3
1777190021,cosmos-testnet-node0,8.58,96.6
1777190021,cosmos-testnet-node1,8.4,99.3
1777190021,cosmos-testnet-node2,7.39,105.1
1777190026,cosmos-testnet-node3,7.29,109.5
1777190026,cosmos-testnet-node0,9.16,108.0
1777190026,cosmos-testnet-node1,7.84,102.8
1777190026,cosmos-testnet-node2,8.13,111.2
1777190031,cosmos-testnet-node3,7.6,116.4
1777190031,cosmos-testnet-node0,7.86,110.1
1777190031,cosmos-testnet-node1,7.27,106.1
1777190031,cosmos-testnet-node2,7.12,112.4
1777190036,cosmos-testnet-node3,7.07,120.0
1777190036,cosmos-testnet-node0,8.08,116.2
1777190036,cosmos-testnet-node1,7.25,114.3
1777190036,cosmos-testnet-node2,7.7,119.7
1777190041,cosmos-testnet-node3,6.79,120.8
1777190041,cosmos-testnet-node0,7.09,122.9
1777190041,cosmos-testnet-node1,6.86,116.9
1777190041,cosmos-testnet-node2,7.61,124.9
1777190046,cosmos-testnet-node3,6.65,125.6
1777190046,cosmos-testnet-node0,7.52,125.6
1777190046,cosmos-testnet-node1,6.88,121.5
1777190046,cosmos-testnet-node2,6.96,125.5
1777190051,cosmos-testnet-node3,7.02,127.9
1777190051,cosmos-testnet-node0,7.63,126.9
1777190051,cosmos-testnet-node1,7.24,126.7
1777190051,cosmos-testnet-node2,7.54,130.9
1777190056,cosmos-testnet-node3,7.4,130.5
1777190056,cosmos-testnet-node0,7.6,130.2
1777190056,cosmos-testnet-node1,8.45,128.4
1777190056,cosmos-testnet-node2,6.83,134.4
1777190061,cosmos-testnet-node3,7.52,131.8
1777190061,cosmos-testnet-node0,8.38,131.7
1777190061,cosmos-testnet-node1,7.95,131.7
1777190061,cosmos-testnet-node2,8.03,137.9
1777190066,cosmos-testnet-node3,7.49,134.4
1777190066,cosmos-testnet-node0,7.97,134.1
1777190066,cosmos-testnet-node1,7.08,132.4
1777190066,cosmos-testnet-node2,7.1,140.5
1777190071,cosmos-testnet-node3,6.82,137.0
1777190071,cosmos-testnet-node0,7.46,136.1
1777190071,cosmos-testnet-node1,7.54,132.8
1777190071,cosmos-testnet-node2,6.98,141.0
1777190076,cosmos-testnet-node3,6.93,138.4
1777190076,cosmos-testnet-node0,7.55,137.4
1777190076,cosmos-testnet-node1,10.15,134.7
1777190076,cosmos-testnet-node2,6.94,142.3
1777190081,cosmos-testnet-node3,6.7,139.5
1777190081,cosmos-testnet-node0,7.87,138.6
1777190081,cosmos-testnet-node1,6.87,135.4
1777190081,cosmos-testnet-node2,6.98,143.5
1777190086,cosmos-testnet-node3,7.48,140.1
1777190086,cosmos-testnet-node0,8.06,139.5
1777190086,cosmos-testnet-node1,7.53,136.7
1777190086,cosmos-testnet-node2,6.96,148.2
1777190091,cosmos-testnet-node3,7.03,142.7
1777190091,cosmos-testnet-node0,7.61,140.5
1777190091,cosmos-testnet-node1,6.6,137.8
1777190091,cosmos-testnet-node2,8.14,148.8
1777190096,cosmos-testnet-node3,6.84,144.1
1777190096,cosmos-testnet-node0,7.49,141.8
1777190096,cosmos-testnet-node1,7.63,141.0
1777190096,cosmos-testnet-node2,7.25,150.1
1777190101,cosmos-testnet-node3,7.43,144.5
1777190101,cosmos-testnet-node0,7.47,142.1
1777190101,cosmos-testnet-node1,7.4,141.6
1777190101,cosmos-testnet-node2,7.22,150.4
1777190106,cosmos-testnet-node3,6.73,145.2
1777190106,cosmos-testnet-node0,7.65,142.9
1777190106,cosmos-testnet-node1,13.8,140.6
1777190106,cosmos-testnet-node2,7.27,151.2
1777190111,cosmos-testnet-node3,7.29,151.6
1777190111,cosmos-testnet-node0,8.31,143.2
1777190111,cosmos-testnet-node1,16.26,143.1
1777190111,cosmos-testnet-node2,7.08,151.5
1777190116,cosmos-testnet-node3,7.02,151.7
1777190116,cosmos-testnet-node0,7.97,143.5
1777190116,cosmos-testnet-node1,9.66,145.5
1777190116,cosmos-testnet-node2,7.71,151.8
1777190121,cosmos-testnet-node3,7.52,151.9
1777190121,cosmos-testnet-node0,8.5,145.7
1777190121,cosmos-testnet-node1,7.34,145.5
1777190121,cosmos-testnet-node2,7.51,151.8
1777190126,cosmos-testnet-node3,8.84,151.9
1777190126,cosmos-testnet-node0,9.29,145.8
1777190126,cosmos-testnet-node1,10.28,145.7
1777190126,cosmos-testnet-node2,10.3,151.9
1777190131,cosmos-testnet-node3,10.89,152.0
1777190131,cosmos-testnet-node0,11.05,145.9
1777190131,cosmos-testnet-node1,15.01,147.9
1777190131,cosmos-testnet-node2,10.88,154.0
1777190136,cosmos-testnet-node3,14.17,152.2
1777190136,cosmos-testnet-node0,11.85,146.1
1777190136,cosmos-testnet-node1,11.28,148.0
1777190136,cosmos-testnet-node2,14.51,154.2
1777190141,cosmos-testnet-node3,9.64,152.5
1777190141,cosmos-testnet-node0,15.18,148.2
1777190141,cosmos-testnet-node1,13.76,150.5
1777190141,cosmos-testnet-node2,9.61,154.4
1777190146,cosmos-testnet-node3,9.71,152.4
1777190146,cosmos-testnet-node0,9.95,148.2
1777190146,cosmos-testnet-node1,7.95,150.3
1777190146,cosmos-testnet-node2,12.05,154.4
1777190151,cosmos-testnet-node3,7.31,154.7
1777190151,cosmos-testnet-node0,7.92,150.5
1777190151,cosmos-testnet-node1,7.31,150.6
1777190151,cosmos-testnet-node2,7.31,154.6
1777190156,cosmos-testnet-node3,7.53,155.0
1777190156,cosmos-testnet-node0,7.75,150.9
1777190156,cosmos-testnet-node1,7.45,151.1
1777190156,cosmos-testnet-node2,6.7,154.9
1777190161,cosmos-testnet-node3,7.5,155.5
1777190161,cosmos-testnet-node0,7.67,151.3
1777190161,cosmos-testnet-node1,7.37,151.3
1777190161,cosmos-testnet-node2,7.64,155.4
1777190166,cosmos-testnet-node3,6.47,156.2
1777190166,cosmos-testnet-node0,8.12,152.0
1777190166,cosmos-testnet-node1,7.73,151.8
1777190166,cosmos-testnet-node2,7.31,156.1
1777190171,cosmos-testnet-node3,7.31,156.7
1777190171,cosmos-testnet-node0,7.64,158.5
1777190171,cosmos-testnet-node1,7.07,152.2
1777190171,cosmos-testnet-node2,7.26,162.7
1777190176,cosmos-testnet-node3,7.01,157.2
1777190176,cosmos-testnet-node0,7.47,159.0
1777190176,cosmos-testnet-node1,7.63,152.6
1777190176,cosmos-testnet-node2,7.27,163.2
1777190181,cosmos-testnet-node3,8.48,157.9
1777190181,cosmos-testnet-node0,7.34,159.6
1777190181,cosmos-testnet-node1,7.66,153.2
1777190181,cosmos-testnet-node2,6.89,163.8
1777190186,cosmos-testnet-node3,7.12,158.2
1777190186,cosmos-testnet-node0,8.01,160.0
1777190186,cosmos-testnet-node1,8.44,153.7
1777190186,cosmos-testnet-node2,8.14,164.2
1777190191,cosmos-testnet-node3,7.52,158.8
1777190191,cosmos-testnet-node0,7.77,160.6
1777190191,cosmos-testnet-node1,7.54,154.3
1777190191,cosmos-testnet-node2,7.18,164.8
1777190196,cosmos-testnet-node3,7.28,161.3
1777190196,cosmos-testnet-node0,7.94,161.3
1777190196,cosmos-testnet-node1,7.39,159.3
1777190196,cosmos-testnet-node2,7.52,167.8
1777190201,cosmos-testnet-node3,7.02,164.9
1777190201,cosmos-testnet-node0,7.49,162.2
1777190201,cosmos-testnet-node1,7.64,163.6
1777190201,cosmos-testnet-node2,7.28,168.3
1777190206,cosmos-testnet-node3,7.7,165.6
1777190206,cosmos-testnet-node0,8.78,165.2
1777190206,cosmos-testnet-node1,7.8,164.0
1777190206,cosmos-testnet-node2,7.12,169.3
1777190211,cosmos-testnet-node3,7.27,166.3
1777190211,cosmos-testnet-node0,7.85,169.9
1777190211,cosmos-testnet-node1,7.62,164.7
1777190211,cosmos-testnet-node2,7.19,169.8
1777190216,cosmos-testnet-node3,8.5,167.3
1777190216,cosmos-testnet-node0,8.84,170.2
1777190216,cosmos-testnet-node1,8.14,165.2
1777190216,cosmos-testnet-node2,7.41,170.9
1777190221,cosmos-testnet-node3,7.27,167.3
1777190221,cosmos-testnet-node0,11.27,170.4
1777190221,cosmos-testnet-node1,11.39,167.7
1777190221,cosmos-testnet-node2,7.45,171.2
1777190226,cosmos-testnet-node3,7.7,167.4
1777190226,cosmos-testnet-node0,7.59,170.5
1777190226,cosmos-testnet-node1,7.48,167.4
1777190226,cosmos-testnet-node2,6.84,171.5
1777190231,cosmos-testnet-node3,7.4,167.5
1777190231,cosmos-testnet-node0,7.91,170.5
1777190231,cosmos-testnet-node1,7.27,167.6
