ts,container,cpu_pct,mem_mb
1777193548,cosmos-testnet-node0,7.38,81.6
1777193548,cosmos-testnet-node1,7.66,79.9
1777193548,cosmos-testnet-node2,7.53,82.3
1777193548,cosmos-testnet-node3,7.75,83.8
1777193553,cosmos-testnet-node0,47.93,111.1
1777193553,cosmos-testnet-node1,45.81,117.3
1777193553,cosmos-testnet-node2,35.64,110.8
1777193553,cosmos-testnet-node3,32.89,106.0
1777193558,cosmos-testnet-node0,31.29,176.6
1777193558,cosmos-testnet-node1,6.62,147.2
1777193558,cosmos-testnet-node2,5.19,155.2
1777193558,cosmos-testnet-node3,5.42,138.3
1777193563,cosmos-testnet-node0,31.15,180.7
1777193563,cosmos-testnet-node1,5.67,181.7
1777193563,cosmos-testnet-node2,5.7,187.2
1777193563,cosmos-testnet-node3,6.11,176.6
1777193568,cosmos-testnet-node0,34.2,182.4
1777193568,cosmos-testnet-node1,7.39,184.0
1777193568,cosmos-testnet-node2,6.26,188.6
1777193568,cosmos-testnet-node3,6.69,178.0
1777193573,cosmos-testnet-node0,31.3,175.7
1777193573,cosmos-testnet-node1,6.44,184.2
1777193573,cosmos-testnet-node2,5.78,188.8
1777193573,cosmos-testnet-node3,5.53,178.1
1777193578,cosmos-testnet-node0,31.04,175.8
1777193578,cosmos-testnet-node1,6.27,179.6
1777193578,cosmos-testnet-node2,6.08,188.8
1777193578,cosmos-testnet-node3,7.02,178.1
1777193583,cosmos-testnet-node0,31.28,174.6
1777193583,cosmos-testnet-node1,7.0,179.6
1777193583,cosmos-testnet-node2,6.09,188.9
1777193583,cosmos-testnet-node3,7.15,178.2
1777193588,cosmos-testnet-node0,34.84,174.6
1777193588,cosmos-testnet-node1,6.97,179.7
1777193588,cosmos-testnet-node2,6.09,188.8
1777193588,cosmos-testnet-node3,5.9,178.2
1777193593,cosmos-testnet-node0,31.04,174.6
1777193593,cosmos-testnet-node1,5.85,179.7
1777193593,cosmos-testnet-node2,5.69,188.8
1777193593,cosmos-testnet-node3,5.54,178.2
1777193598,cosmos-testnet-node0,33.75,174.8
1777193598,cosmos-testnet-node1,6.08,179.7
1777193598,cosmos-testnet-node2,6.28,188.9
1777193598,cosmos-testnet-node3,5.87,178.2
1777193603,cosmos-testnet-node0,31.36,174.9
1777193603,cosmos-testnet-node1,6.4,179.7
1777193603,cosmos-testnet-node2,6.16,188.9
1777193603,cosmos-testnet-node3,5.61,178.2
1777193608,cosmos-testnet-node0,31.54,174.7
1777193608,cosmos-testnet-node1,6.28,179.8
1777193608,cosmos-testnet-node2,7.57,188.9
1777193608,cosmos-testnet-node3,7.38,178.3
1777193613,cosmos-testnet-node0,31.14,174.7
1777193613,cosmos-testnet-node1,6.13,179.8
1777193613,cosmos-testnet-node2,5.6,188.9
1777193613,cosmos-testnet-node3,5.74,178.3
1777193618,cosmos-testnet-node0,31.0,174.9
1777193618,cosmos-testnet-node1,5.6,179.8
1777193618,cosmos-testnet-node2,6.96,189.1
1777193618,cosmos-testnet-node3,6.07,178.3
1777193623,cosmos-testnet-node0,30.56,174.8
1777193623,cosmos-testnet-node1,5.02,179.9
1777193623,cosmos-testnet-node2,6.95,189.0
1777193623,cosmos-testnet-node3,5.96,178.4
1777193628,cosmos-testnet-node0,30.6,174.8
1777193628,cosmos-testnet-node1,5.85,179.9
1777193628,cosmos-testnet-node2,7.09,189.2
1777193628,cosmos-testnet-node3,5.26,178.4
1777193633,cosmos-testnet-node0,31.42,175.0
1777193633,cosmos-testnet-node1,5.84,179.9
1777193633,cosmos-testnet-node2,5.58,189.1
1777193633,cosmos-testnet-node3,6.36,178.4
1777193638,cosmos-testnet-node0,31.92,174.9
1777193638,cosmos-testnet-node1,6.09,180.0
1777193638,cosmos-testnet-node2,6.44,189.2
1777193638,cosmos-testnet-node3,7.58,180.5
1777193643,cosmos-testnet-node0,35.04,174.9
1777193643,cosmos-testnet-node1,7.12,180.0
1777193643,cosmos-testnet-node2,7.08,177.3
1777193643,cosmos-testnet-node3,7.57,180.5
1777193648,cosmos-testnet-node0,32.79,175.4
1777193648,cosmos-testnet-node1,6.6,180.1
1777193648,cosmos-testnet-node2,6.4,177.3
1777193648,cosmos-testnet-node3,7.73,180.6
1777193653,cosmos-testnet-node0,34.72,175.0
1777193653,cosmos-testnet-node1,6.85,180.2
1777193653,cosmos-testnet-node2,6.81,177.4
1777193653,cosmos-testnet-node3,11.34,169.3
1777193658,cosmos-testnet-node0,32.21,175.0
1777193658,cosmos-testnet-node1,6.68,180.1
1777193658,cosmos-testnet-node2,6.78,177.4
1777193658,cosmos-testnet-node3,6.93,169.4
1777193663,cosmos-testnet-node0,31.45,175.0
1777193663,cosmos-testnet-node1,6.4,180.1
1777193663,cosmos-testnet-node2,6.41,177.4
1777193663,cosmos-testnet-node3,6.36,169.5
1777193668,cosmos-testnet-node0,31.06,175.1
1777193668,cosmos-testnet-node1,6.48,180.2
1777193668,cosmos-testnet-node2,5.78,177.4
1777193668,cosmos-testnet-node3,5.72,169.4
1777193673,cosmos-testnet-node0,31.1,175.1
1777193673,cosmos-testnet-node1,6.35,180.2
1777193673,cosmos-testnet-node2,5.89,177.5
1777193673,cosmos-testnet-node3,5.98,169.4
1777193678,cosmos-testnet-node0,31.51,175.1
1777193678,cosmos-testnet-node1,5.93,180.3
1777193678,cosmos-testnet-node2,5.72,177.5
