ts,container,cpu_pct,mem_mb
1777191106,cosmos-testnet-node3,19.97,86.7
1777191106,cosmos-testnet-node0,23.93,88.8
1777191106,cosmos-testnet-node1,17.09,92.5
1777191106,cosmos-testnet-node2,21.2,90.9
1777191111,cosmos-testnet-node3,33.86,108.5
1777191111,cosmos-testnet-node0,39.37,106.7
1777191111,cosmos-testnet-node1,11.93,103.1
1777191111,cosmos-testnet-node2,34.28,114.4
1777191116,cosmos-testnet-node3,30.27,120.9
1777191116,cosmos-testnet-node0,31.44,125.0
1777191116,cosmos-testnet-node1,26.96,121.4
1777191116,cosmos-testnet-node2,25.77,120.6
1777191121,cosmos-testnet-node3,12.93,125.4
1777191121,cosmos-testnet-node0,15.51,127.2
1777191121,cosmos-testnet-node1,12.64,126.7
1777191121,cosmos-testnet-node2,12.42,126.5
1777191126,cosmos-testnet-node3,11.62,129.4
1777191126,cosmos-testnet-node0,14.18,130.0
1777191126,cosmos-testnet-node1,11.68,134.1
1777191126,cosmos-testnet-node2,11.84,133.9
1777191131,cosmos-testnet-node3,11.77,132.2
1777191131,cosmos-testnet-node0,14.27,137.8
1777191131,cosmos-testnet-node1,11.4,136.1
1777191131,cosmos-testnet-node2,12.0,134.6
1777191136,cosmos-testnet-node3,14.71,136.5
1777191136,cosmos-testnet-node0,17.5,138.1
1777191136,cosmos-testnet-node1,11.27,137.0
1777191136,cosmos-testnet-node2,11.31,135.4
1777191141,cosmos-testnet-node3,11.42,137.9
1777191141,cosmos-testnet-node0,13.71,140.9
1777191141,cosmos-testnet-node1,12.01,137.6
1777191141,cosmos-testnet-node2,11.86,136.3
1777191146,cosmos-testnet-node3,11.68,145.6
1777191146,cosmos-testnet-node0,14.01,142.8
1777191146,cosmos-testnet-node1,11.44,138.7
1777191146,cosmos-testnet-node2,11.78,136.8
1777191151,cosmos-testnet-node3,11.2,149.3
1777191151,cosmos-testnet-node0,14.24,148.5
1777191151,cosmos-testnet-node1,10.73,138.9
1777191151,cosmos-testnet-node2,11.85,139.4
1777191156,cosmos-testnet-node3,10.29,151.5
1777191156,cosmos-testnet-node0,13.17,150.8
1777191156,cosmos-testnet-node1,14.3,142.3
1777191156,cosmos-testnet-node2,10.24,143.3
1777191161,cosmos-testnet-node3,10.16,150.4
1777191161,cosmos-testnet-node0,13.21,151.7
1777191161,cosmos-testnet-node1,11.26,143.1
1777191161,cosmos-testnet-node2,10.47,147.8
1777191166,cosmos-testnet-node3,10.83,152.9
1777191166,cosmos-testnet-node0,13.36,152.5
1777191166,cosmos-testnet-node1,13.67,145.0
1777191166,cosmos-testnet-node2,10.83,147.1
1777191171,cosmos-testnet-node3,9.73,154.8
1777191171,cosmos-testnet-node0,13.12,153.8
1777191171,cosmos-testnet-node1,10.21,145.0
1777191171,cosmos-testnet-node2,9.98,145.2
1777191176,cosmos-testnet-node3,9.71,154.6
1777191176,cosmos-testnet-node0,13.93,158.2
1777191176,cosmos-testnet-node1,10.3,145.4
1777191176,cosmos-testnet-node2,13.21,146.7
1777191181,cosmos-testnet-node3,10.47,155.5
1777191181,cosmos-testnet-node0,17.61,158.9
1777191181,cosmos-testnet-node1,10.31,146.6
1777191181,cosmos-testnet-node2,10.48,147.3
1777191186,cosmos-testnet-node3,10.28,156.3
1777191186,cosmos-testnet-node0,13.53,161.2
1777191186,cosmos-testnet-node1,9.91,142.4
1777191186,cosmos-testnet-node2,10.14,148.8
1777191191,cosmos-testnet-node3,11.49,154.3
1777191191,cosmos-testnet-node0,13.67,161.8
1777191191,cosmos-testnet-node1,10.28,145.0
1777191191,cosmos-testnet-node2,10.42,149.5
1777191196,cosmos-testnet-node3,10.5,154.4
1777191196,cosmos-testnet-node0,13.18,162.4
1777191196,cosmos-testnet-node1,23.52,145.5
1777191196,cosmos-testnet-node2,10.72,150.1
